Dossier de Prêt;Solde du Compte Courant;Durée du Prêt;Remboursement des Prêts Antérieurs;Objectif du Prêt;Montant du Prêt;Valeur de l'Épargne;Ancienneté chez l'Employeur Actuel;Endettement en % du Revenu Disponible;Statut Marital;Sexe;Ancienneté dans le Ménage Actuel;Actifs les Plus Importants;Age;Autres Prêts en Cours;Type de Logement;Nombre de Prêts Antérieurs dans cette Banque;Occupation;Ensemble
bon;>300€;24;aucun prêt antérieur;autre;2 135,00 €;700-1400;5-8 ans;< 15;divorcé/séparé/marié;Femme;5-8 ans;assurance vie;32;pas d'autres prêts en cours;locataire;1;salarié expérimenté;Test
mauvais;pas de compte courant;24;aucun prêt antérieur;mobilier;1 794,80 €;<140;1-5 ans;< 15;divorcé/séparé/marié;Femme;1-5 ans;assurance vie;30;pas d'autres prêts en cours;locataire;1;sans expérience avec domicile fixe;Apprentissage
bon;négligeable;9;aucun prêt antérieur;mobilier;1 514,80 €;pas d'épargne;> 8 ans;< 15;célibataire;Homme;>8 ans;assurance vie;35;pas d'autres prêts en cours;locataire;02-avr;sans expérience avec domicile fixe;Test
bon;pas de compte courant;30;délicat;véhicule d'occasion;6 416,20 €;pas d'épargne;1-5 ans;25-35;divorcé/séparé;Homme;1-5 ans;aucun actif;30;pas d'autres prêts en cours;locataire;02-avr;salarié expérimenté;Test
bon;négligeable;9;aucun prêt antérieur;réorientation professionnelle;1 947,40 €;pas d'épargne;1-5 ans;25-35;marié/veuf;Homme;< 1 an;aucun actif;25;banques concurrentes;locataire;1;salarié expérimenté;Apprentissage
bon;>300€;24;remboursement intégral;mobilier;2 122,40 €;700-1400;1-5 ans;< 15;divorcé/séparé/marié;Femme;< 1 an;aucun actif;41;pas d'autres prêts en cours;locataire;02-avr;sans expérience avec domicile fixe;Test
mauvais;pas de compte courant;24;aucun prêt antérieur;autre;1 919,40 €;>1400;1-5 ans;< 15;divorcé/séparé/marié;Femme;>8 ans;aucun actif;23;pas d'autres prêts en cours;à titre gracieux;1;salarié expérimenté;Test
bon;>300€;24;aucun prêt antérieur;véhicule neuf;10 939,60 €;pas d'épargne;5-8 ans;15- 25;célibataire;Homme;5-8 ans;assurance vie;36;pas d'autres prêts en cours;locataire;1;cadre/profession libérale;Apprentissage
bon;<= 300€;9;aucun prêt antérieur;mobilier;1 576,40 €;<140;> 8 ans;25-35;divorcé/séparé;Homme;>8 ans;aucun actif;47;pas d'autres prêts en cours;locataire;1;salarié expérimenté;Apprentissage
mauvais;pas de compte courant;20;remboursement intégral;autre;3 129,00 €;pas d'épargne;1-5 ans;< 15;marié/veuf;Homme;1-5 ans;véhicule;31;banques concurrentes;à titre gracieux;02-avr;salarié expérimenté;Test
bon;>300€;10;aucun prêt antérieur;autre;1 909,60 €;pas d'épargne;1-5 ans;25-35;divorcé/séparé/marié;Femme;>8 ans;assurance vie;62;pas d'autres prêts en cours;locataire;1;salarié expérimenté;Apprentissage
bon;>300€;12;remboursement intégral;véhicule d'occasion;1 962,80 €;140-700;5-8 ans;15- 25;divorcé/séparé/marié;Femme;>8 ans;assurance vie;35;pas d'autres prêts en cours;à titre gracieux;1;salarié expérimenté;Apprentissage
bon;>300€;10;aucun prêt antérieur;mobilier;2 693,60 €;pas d'épargne;1-5 ans;> 35;célibataire;Homme;>8 ans;véhicule;36;pas d'autres prêts en cours;locataire;1;salarié expérimenté;Apprentissage
bon;pas de compte courant;15;aucun prêt antérieur;mobilier;1 474,20 €;pas d'épargne;<1 an;< 15;marié/veuf;Homme;1-5 ans;aucun actif;25;pas d'autres prêts en cours;locataire;1;salarié expérimenté;Test
bon;négligeable;7;aucun prêt antérieur;mobilier;3 381,00 €;pas d'épargne;1-5 ans;15- 25;célibataire;Homme;1-5 ans;aucun actif;32;pas d'autres prêts en cours;locataire;1;salarié expérimenté;Test
mauvais;négligeable;48;comptes courants à problèmes;réorientation professionnelle;8 982,40 €;pas d'épargne;> 8 ans;< 15;divorcé/séparé/marié;Femme;5-8 ans;propriétaire d'un logement/terrain;57;pas d'autres prêts en cours;à titre gracieux;1;salarié expérimenté;Apprentissage
bon;>300€;48;aucun problème avec les prêts antérieurs;mobilier;10 133,20 €;>1400;> 8 ans;15- 25;célibataire;Homme;5-8 ans;assurance vie;30;banques concurrentes;locataire;02-avr;salarié expérimenté;Test
mauvais;négligeable;24;remboursement intégral;réorientation professionnelle;2 709,00 €;pas d'épargne;> 8 ans;< 15;divorcé/séparé;Homme;>8 ans;aucun actif;29;pas d'autres prêts en cours;locataire;02-avr;salarié expérimenté;Apprentissage
bon;négligeable;24;aucun prêt antérieur;véhicule d'occasion;6 091,40 €;>1400;1-5 ans;> 35;divorcé/séparé/marié;Femme;>8 ans;véhicule;46;pas d'autres prêts en cours;locataire;1;sans expérience avec domicile fixe;Apprentissage
bon;<= 300€;12;comptes courants à problèmes;mobilier;572,60 €;700-1400;1-5 ans;15- 25;divorcé/séparé/marié;Femme;5-8 ans;aucun actif;40;pas d'autres prêts en cours;à titre gracieux;02-avr;salarié expérimenté;Test
mauvais;pas de compte courant;12;aucun prêt antérieur;mobilier;943,60 €;<140;5-8 ans;< 15;marié/veuf;Homme;< 1 an;véhicule;18;pas d'autres prêts en cours;locataire;1;salarié expérimenté;Apprentissage
mauvais;pas de compte courant;18;remboursement intégral;électroménager;1 666,00 €;pas d'épargne;sans emploi;25-35;divorcé/séparé/marié;Femme;>8 ans;propriétaire d'un logement/terrain;53;pas d'autres prêts en cours;propriétaire;05-juin;sans expérience et sans domicile fixe;Apprentissage
bon;>300€;60;remboursement intégral;autre;19 258,40 €;>1400;> 8 ans;25-35;célibataire;Homme;>8 ans;propriétaire d'un logement/terrain;61;banques concurrentes;propriétaire;1;cadre/profession libérale;Test
bon;négligeable;9;aucun prêt antérieur;mobilier;641,20 €;pas d'épargne;1-5 ans;< 15;célibataire;Homme;5-8 ans;aucun actif;22;pas d'autres prêts en cours;locataire;1;salarié expérimenté;Apprentissage
bon;>300€;6;aucun prêt antérieur;électroménager;924,00 €;140-700;5-8 ans;25-35;marié/veuf;Homme;>8 ans;aucun actif;21;pas d'autres prêts en cours;à titre gracieux;1;sans expérience avec domicile fixe;Test
mauvais;<= 300€;36;aucun prêt antérieur;mobilier;5 894,00 €;pas d'épargne;1-5 ans;< 15;célibataire;Homme;1-5 ans;assurance vie;24;pas d'autres prêts en cours;locataire;1;salarié expérimenté;Test
bon;>300€;48;remboursement intégral;véhicule neuf;3 851,40 €;>1400;> 8 ans;< 15;célibataire;Homme;5-8 ans;assurance vie;36;pas d'autres prêts en cours;locataire;02-avr;salarié expérimenté;Test
bon;négligeable;18;aucun prêt antérieur;mobilier;1 212,40 €;pas d'épargne;1-5 ans;< 15;marié/veuf;Homme;1-5 ans;aucun actif;23;pas d'autres prêts en cours;locataire;1;sans expérience avec domicile fixe;Apprentissage
bon;négligeable;21;aucun problème avec les prêts antérieurs;autre;3 294,20 €;pas d'épargne;1-5 ans;> 35;divorcé/séparé;Homme;>8 ans;véhicule;45;pas d'autres prêts en cours;locataire;02-avr;salarié expérimenté;Test
mauvais;négligeable;18;remboursement intégral;autre;1 478,40 €;pas d'épargne;> 8 ans;15- 25;célibataire;Homme;5-8 ans;aucun actif;28;pas d'autres prêts en cours;locataire;02-avr;salarié expérimenté;Apprentissage
mauvais;pas de compte courant;18;aucun prêt antérieur;véhicule neuf;10 515,40 €;>1400;> 8 ans;> 35;célibataire;Homme;>8 ans;véhicule;49;pas d'autres prêts en cours;propriétaire;1;salarié expérimenté;Apprentissage
bon;>300€;22;aucun prêt antérieur;mobilier;3 745,00 €;140-700;> 8 ans;15- 25;célibataire;Homme;>8 ans;assurance vie;38;pas d'autres prêts en cours;locataire;1;salarié expérimenté;Apprentissage
bon;>300€;24;aucun prêt antérieur;mobilier;3 197,60 €;pas d'épargne;5-8 ans;< 15;célibataire;Homme;1-5 ans;assurance vie;26;pas d'autres prêts en cours;locataire;1;salarié expérimenté;Apprentissage
mauvais;négligeable;12;aucun prêt antérieur;mobilier;9 055,20 €;>1400;sans emploi;25-35;célibataire;Homme;< 1 an;propriétaire d'un logement/terrain;50;pas d'autres prêts en cours;locataire;1;cadre/profession libérale;Apprentissage
bon;négligeable;12;remboursement intégral;autre;1 341,20 €;pas d'épargne;5-8 ans;25-35;célibataire;Homme;5-8 ans;aucun actif;45;pas d'autres prêts en cours;locataire;02-avr;sans expérience avec domicile fixe;Test
bon;pas de compte courant;10;remboursement intégral;autre;1 453,20 €;pas d'épargne;5-8 ans;< 15;célibataire;Homme;5-8 ans;véhicule;47;pas d'autres prêts en cours;locataire;02-avr;salarié expérimenté;Apprentissage
bon;négligeable;36;aucun problème avec les prêts antérieurs;réorientation professionnelle;13 799,80 €;<140;5-8 ans;> 35;célibataire;Homme;5-8 ans;véhicule;29;pas d'autres prêts en cours;locataire;02-avr;sans expérience avec domicile fixe;Apprentissage
mauvais;pas de compte courant;12;délicat;autre;1 514,80 €;pas d'épargne;1-5 ans;< 15;célibataire;Homme;>8 ans;assurance vie;46;banques concurrentes;locataire;02-avr;salarié expérimenté;Test
bon;>300€;10;aucun prêt antérieur;autre;1 985,20 €;<140;1-5 ans;15- 25;célibataire;Homme;1-5 ans;aucun actif;33;pas d'autres prêts en cours;à titre gracieux;1;sans expérience avec domicile fixe;Apprentissage
bon;négligeable;18;aucun problème avec les prêts antérieurs;autre;4 058,60 €;>1400;> 8 ans;< 15;célibataire;Homme;>8 ans;assurance vie;41;pas d'autres prêts en cours;locataire;1;salarié expérimenté;Test
bon;>300€;48;aucun problème avec les prêts antérieurs;mobilier;17 848,60 €;140-700;5-8 ans;< 15;célibataire;Homme;< 1 an;assurance vie;35;pas d'autres prêts en cours;locataire;1;cadre/profession libérale;Test
bon;pas de compte courant;6;aucun prêt antérieur;véhicule d'occasion;1 923,60 €;pas d'épargne;1-5 ans;> 35;célibataire;Homme;1-5 ans;aucun actif;34;banques concurrentes;locataire;1;sans expérience avec domicile fixe;Apprentissage
bon;>300€;9;remboursement intégral;mobilier;4 303,60 €;>1400;1-5 ans;> 35;célibataire;Homme;1-5 ans;aucun actif;31;pas d'autres prêts en cours;locataire;02-avr;salarié expérimenté;Apprentissage
bon;pas de compte courant;15;aucun problème avec les prêts antérieurs;véhicule d'occasion;5 100,20 €;pas d'épargne;> 8 ans;> 35;divorcé/séparé/marié;Femme;>8 ans;véhicule;25;pas d'autres prêts en cours;locataire;02-avr;sans expérience avec domicile fixe;Apprentissage
mauvais;pas de compte courant;36;aucun prêt antérieur;véhicule neuf;11 669,00 €;>1400;> 8 ans;15- 25;célibataire;Homme;>8 ans;propriétaire d'un logement/terrain;45;pas d'autres prêts en cours;propriétaire;1;salarié expérimenté;Apprentissage
mauvais;pas de compte courant;24;aucun prêt antérieur;véhicule d'occasion;3 302,60 €;<140;sans emploi;> 35;divorcé/séparé;Homme;< 1 an;véhicule;31;pas d'autres prêts en cours;locataire;1;salarié expérimenté;Test
mauvais;négligeable;9;aucun prêt antérieur;mobilier;2 338,00 €;pas d'épargne;<1 an;< 15;divorcé/séparé/marié;Femme;1-5 ans;assurance vie;20;pas d'autres prêts en cours;locataire;1;salarié expérimenté;Apprentissage
bon;>300€;24;aucun prêt antérieur;véhicule neuf;3 644,20 €;700-1400;1-5 ans;25-35;divorcé/séparé/marié;Femme;>8 ans;assurance vie;26;pas d'autres prêts en cours;à titre gracieux;1;salarié expérimenté;Test
mauvais;>300€;18;aucun prêt antérieur;autre;9 465,40 €;>1400;1-5 ans;25-35;célibataire;Homme;>8 ans;assurance vie;66;grand magasin;à titre gracieux;02-avr;salarié expérimenté;Test
bon;>300€;6;aucun prêt antérieur;véhicule neuf;1 730,40 €;140-700;1-5 ans;25-35;célibataire;Homme;>8 ans;véhicule;48;pas d'autres prêts en cours;à titre gracieux;1;salarié expérimenté;Test
bon;pas de compte courant;9;aucun prêt antérieur;véhicule d'occasion;2 990,40 €;pas d'épargne;1-5 ans;15- 25;célibataire;Homme;1-5 ans;aucun actif;23;pas d'autres prêts en cours;locataire;1;salarié expérimenté;Test
bon;pas de compte courant;9;remboursement intégral;autre;3 918,60 €;pas d'épargne;1-5 ans;25-35;célibataire;Homme;1-5 ans;aucun actif;34;pas d'autres prêts en cours;à titre gracieux;02-avr;salarié expérimenté;Apprentissage
bon;>300€;48;remboursement intégral;réparations;8 554,00 €;pas d'épargne;1-5 ans;> 35;célibataire;Homme;5-8 ans;propriétaire d'un logement/terrain;29;banques concurrentes;propriétaire;1;salarié expérimenté;Apprentissage
bon;>300€;24;remboursement intégral;véhicule neuf;3 284,40 €;pas d'épargne;5-8 ans;< 15;célibataire;Homme;5-8 ans;assurance vie;33;pas d'autres prêts en cours;locataire;02-avr;salarié expérimenté;Apprentissage
bon;pas de compte courant;15;remboursement intégral;véhicule d'occasion;2 006,20 €;pas d'épargne;1-5 ans;< 15;divorcé/séparé/marié;Femme;5-8 ans;véhicule;23;pas d'autres prêts en cours;à titre gracieux;02-avr;salarié expérimenté;Test
mauvais;>300€;36;aucun prêt antérieur;réparations;2 546,60 €;pas d'épargne;1-5 ans;< 15;célibataire;Homme;>8 ans;propriétaire d'un logement/terrain;35;grand magasin;propriétaire;1;salarié expérimenté;Apprentissage
bon;pas de compte courant;14;aucun prêt antérieur;autre;5 562,20 €;pas d'épargne;sans emploi;> 35;célibataire;Homme;>8 ans;propriétaire d'un logement/terrain;20;pas d'autres prêts en cours;propriétaire;1;salarié expérimenté;Apprentissage
bon;>300€;12;aucun prêt antérieur;mobilier;1 086,40 €;pas d'épargne;1-5 ans;< 15;marié/veuf;Homme;1-5 ans;aucun actif;26;pas d'autres prêts en cours;locataire;1;salarié expérimenté;Test
mauvais;pas de compte courant;27;délicat;réorientation professionnelle;7 410,20 €;pas d'épargne;sans emploi;25-35;célibataire;Homme;>8 ans;véhicule;48;pas d'autres prêts en cours;locataire;02-avr;salarié expérimenté;Test
bon;négligeable;9;aucun prêt antérieur;mobilier;1 688,40 €;pas d'épargne;> 8 ans;< 15;divorcé/séparé/marié;Femme;>8 ans;aucun actif;23;pas d'autres prêts en cours;locataire;1;salarié expérimenté;Test
bon;négligeable;12;aucun prêt antérieur;mobilier;875,00 €;pas d'épargne;<1 an;< 15;marié/veuf;Homme;< 1 an;aucun actif;24;banques concurrentes;locataire;1;sans expérience avec domicile fixe;Test
bon;négligeable;12;aucun prêt antérieur;autre;1 409,80 €;700-1400;1-5 ans;< 15;marié/veuf;Homme;< 1 an;aucun actif;20;pas d'autres prêts en cours;locataire;1;salarié expérimenté;Apprentissage
bon;pas de compte courant;12;aucun prêt antérieur;mobilier;981,40 €;pas d'épargne;1-5 ans;< 15;marié/veuf;Homme;1-5 ans;aucun actif;38;pas d'autres prêts en cours;locataire;1;sans expérience avec domicile fixe;Apprentissage
mauvais;négligeable;18;remboursement intégral;véhicule d'occasion;2 699,20 €;pas d'épargne;<1 an;25-35;célibataire;Homme;1-5 ans;aucun actif;29;pas d'autres prêts en cours;locataire;02-avr;sans expérience avec domicile fixe;Apprentissage
bon;>300€;18;aucun prêt antérieur;mobilier;2 062,20 €;pas d'épargne;<1 an;15- 25;marié/veuf;Homme;>8 ans;aucun actif;37;pas d'autres prêts en cours;locataire;1;salarié expérimenté;Test
mauvais;pas de compte courant;42;aucun prêt antérieur;mobilier;10 043,60 €;>1400;5-8 ans;< 15;divorcé/séparé/marié;Femme;5-8 ans;assurance vie;28;pas d'autres prêts en cours;locataire;1;cadre/profession libérale;Test
mauvais;>300€;10;aucun prêt antérieur;véhicule d'occasion;3 094,00 €;pas d'épargne;1-5 ans;25-35;célibataire;Homme;1-5 ans;aucun actif;23;pas d'autres prêts en cours;à titre gracieux;1;sans expérience avec domicile fixe;Apprentissage
bon;>300€;12;aucun prêt antérieur;autre;2 986,20 €;>1400;> 8 ans;< 15;divorcé/séparé/marié;Femme;>8 ans;propriétaire d'un logement/terrain;50;pas d'autres prêts en cours;propriétaire;1;cadre/profession libérale;Test
bon;>300€;12;remboursement intégral;réparations;2 816,80 €;>1400;5-8 ans;< 15;divorcé/séparé/marié;Femme;1-5 ans;assurance vie;59;pas d'autres prêts en cours;locataire;1;salarié expérimenté;Test
bon;négligeable;18;remboursement intégral;réorientation professionnelle;5 026,00 €;pas d'épargne;sans emploi;15- 25;marié/veuf;Homme;5-8 ans;assurance vie;38;pas d'autres prêts en cours;locataire;05-juin;sans expérience et sans domicile fixe;Apprentissage
bon;>300€;12;aucun problème avec les prêts antérieurs;véhicule neuf;2 104,20 €;pas d'épargne;1-5 ans;< 15;marié/veuf;Homme;>8 ans;aucun actif;39;pas d'autres prêts en cours;à titre gracieux;1;salarié expérimenté;Apprentissage
mauvais;négligeable;9;aucun prêt antérieur;véhicule d'occasion;1 285,20 €;pas d'épargne;1-5 ans;< 15;divorcé/séparé/marié;Femme;< 1 an;véhicule;28;pas d'autres prêts en cours;locataire;1;salarié expérimenté;Apprentissage
bon;>300€;15;aucun prêt antérieur;véhicule neuf;4 240,60 €;pas d'épargne;5-8 ans;25-35;célibataire;Homme;1-5 ans;assurance vie;31;pas d'autres prêts en cours;locataire;1;salarié expérimenté;Apprentissage
bon;>300€;12;aucun prêt antérieur;mobilier;2 090,20 €;pas d'épargne;<1 an;< 15;divorcé/séparé/marié;Femme;5-8 ans;assurance vie;32;pas d'autres prêts en cours;locataire;1;salarié expérimenté;Test
bon;>300€;18;remboursement intégral;mobilier;2 520,00 €;pas d'épargne;1-5 ans;< 15;célibataire;Homme;1-5 ans;assurance vie;22;pas d'autres prêts en cours;locataire;02-avr;salarié expérimenté;Apprentissage
mauvais;pas de compte courant;18;comptes courants à problèmes;autre;2 018,80 €;pas d'épargne;5-8 ans;< 15;célibataire;Homme;>8 ans;propriétaire d'un logement/terrain;30;banques concurrentes;propriétaire;02-avr;sans expérience avec domicile fixe;Test
bon;négligeable;24;aucun prêt antérieur;autre;1 681,40 €;pas d'épargne;<1 an;< 15;célibataire;Homme;< 1 an;véhicule;24;pas d'autres prêts en cours;locataire;1;salarié expérimenté;Apprentissage
mauvais;>300€;18;comptes courants à problèmes;autre;9 041,20 €;pas d'épargne;> 8 ans;25-35;célibataire;Homme;>8 ans;propriétaire d'un logement/terrain;37;banques concurrentes;locataire;02-avr;cadre/profession libérale;Apprentissage
